         9074922 function calls (8816296 primitive calls) in 29.982 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        4    0.000    0.000    0.000    0.000 typeof.py:153(_typeof_str)
        5    0.000    0.000    0.000    0.000 unicode.py:2149(gen_isX)
        1    0.000    0.000    0.000    0.000 array_analysis.py:1583(_analyze_op_cast)
        2    0.000    0.000    0.000    0.000 typing.py:1247(__hash__)
        5    0.000    0.000    0.000    0.000 values.py:902(alignstack)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1471(find_distributions)
        6    0.000    0.000    0.000    0.000 abstract.py:134(unify)
        2    0.000    0.000    0.000    0.000 consts.py:96(<listcomp>)
        1    0.000    0.000    0.000    0.000 ak_to_arrow.py:1(<module>)
        1    0.000    0.000    0.000    0.000 model.py:560(unknown_type)
        2    0.000    0.000    0.000    0.000 {built-in method torch._C._cuda_getDeviceCount}
        2    0.000    0.000    0.000    0.000 inline_closurecall.py:663(<genexpr>)
        1    0.000    0.000    0.000    0.000 linalg.py:543(_impl)
        1    0.000    0.000    0.000    0.000 string.py:255(register)
        1    0.000    0.000    0.000    0.000 recordtype.py:13(RecordType)
        1    0.000    0.000    0.000    0.000 jax.py:12(Jax)
        1    0.000    0.000    0.000    0.000 parfor.py:271(sum_parallel_impl)
        6    0.000    0.000    0.000    0.000 numbers.py:384(int_unsigned_signed_cmp)
        4    0.000    0.000    0.000    0.000 _collections.py:23(freeze)
        2    0.000    0.000    0.000    0.000 interpreter.py:2695(op_BINARY_POWER)
        2    0.000    0.000    0.000    0.000 version.py:47(parse)
        6    0.000    0.000    0.000    0.000 __init__.py:108(<lambda>)
        1    0.000    0.000    0.000    0.000 mathdecl.py:105(Math_pow)
        1    0.000    0.000    0.000    0.000 scalartype.py:1(<module>)
        6    0.000    0.000    0.000    0.000 version.py:471(_parse_letter_version)
        1    0.000    0.000    0.000    0.000 byteflow.py:1297(_unaryop)
        2    0.000    0.000    0.000    0.000 callwrapper.py:11(__init__)
        1    0.000    0.000    0.000    0.000 compiler_lock.py:31(__call__)
        1    0.000    0.000    0.000    0.000 parfor.py:259(dot_parallel_impl)
        1    0.000    0.000    0.000    0.000 ak_moment.py:1(<module>)
        5    0.000    0.000    0.000    0.000 __init__.py:242(is_initialized)
        3    0.000    0.000    0.000    0.000 arrayobj.py:733(loop_head)
        1    0.000    0.000    0.000    0.000 __init__.py:247(_register_at_fork_reinit_lock)
        1    0.000    0.000    0.000    0.000 __init__.py:853(_addHandlerRef)
        1    0.000    0.000    0.000    0.000 synchronize.py:46(SemLock)
        6    0.000    0.000    0.000    0.000 templates.py:174(generic)
        6    0.000    0.000    0.000    0.000 npdatetime.py:650(_create_datetime_comparison_impl)
        1    0.000    0.000    0.000    0.000 ak_to_packed.py:1(<module>)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1163(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:746(__init__)
        4    0.000    0.000    0.000    0.000 wrappers.py:676(__init__)
        4    0.000    0.000    0.000    0.000 typing.py:1333(<genexpr>)
        1    0.000    0.000    0.000    0.000 _awkward_datashape_parser.py:2308(LarkOptions)
        5    0.000    0.000    0.000    0.000 values.py:957(basic_blocks)
        3    0.000    0.000    0.000    0.000 __init__.py:193(_checkLevel)
        1    0.000    0.000    0.000    0.000 _weakrefset.py:37(__init__)
        1    0.000    0.000    0.000    0.000 synchronize.py:360(Barrier)
        1    0.000    0.000    0.003    0.003 arrayobj.py:4255(codegen)
        1    0.000    0.000    0.000    0.000 parallel.py:163(<listcomp>)
        2    0.000    0.000    0.000    0.000 callwrapper.py:92(__init__)
        1    0.000    0.000    0.000    0.000 pythonapi.py:879(save_thread)
        1    0.000    0.000    0.000    0.000 pythonapi.py:888(restore_thread)
        1    0.000    0.000    0.001    0.001 mathimpl.py:401(pow_impl)
        1    0.000    0.000    0.000    0.000 ak_with_name.py:1(<module>)
        4    0.000    0.000    0.000    0.000 wrappers.py:322(signature)
        3    0.000    0.000    0.000    0.000 {built-in method _imp.exec_dynamic}
        1    0.000    0.000    0.000    0.000 mathdecl.py:44(Math_atan2)
        1    0.000    0.000    0.000    0.000 mathdecl.py:89(Math_predicate)
        1    0.000    0.000    0.000    0.000 {built-in method _cffi_backend.cast}
        1    0.000    0.000    0.000    0.000 ak_with_parameter.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ak_zip.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ak_flatten.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ak_singletons.py:1(<module>)
        1    0.000    0.000    0.000    0.000 builder.py:1007(cmpxchg)
        1    0.000    0.000    3.509    3.509 compiler.py:531(_compile_ir)
        1    0.000    0.000    0.000    0.000 ak_combinations.py:1(<module>)
        1    0.000    0.000    0.000    0.000 index.py:45(Index)
        1    0.000    0.000    0.000    0.000 cgutils.py:1039(cbranch_or_continue)
        2    0.000    0.000    0.000    0.000 npyimpl.py:87(return_val)
        5    0.000    0.000    0.000    0.000 parfor.py:2376(<lambda>)
        3    0.000    0.000    0.000    0.000 parfor.py:1821(<lambda>)
        1    0.000    0.000    0.000    0.000 ak_firsts.py:1(<module>)
        4    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
        1    0.000    0.000    0.000    0.000 ak_fields.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ak_from_arrow.py:1(<module>)
        4    0.000    0.000    0.000    0.000 npdatetime.py:399(_create_timedelta_ordering_impl)
        3    0.000    0.000    0.000    0.000 enum.py:724(_generate_next_value_)
        1    0.000    0.000    0.000    0.000 ak_local_index.py:1(<module>)
        1    0.000    0.000    0.000    0.000 byteflow.py:1011(op_STORE_SUBSCR)
        2    0.000    0.000    0.000    0.000 scalars.py:56(maxval)
        2    0.000    0.000    0.000    0.000 zipfile.py:1832(__del__)
        2    0.000    0.000    0.000    0.000 __init__.py:810(lookup)
        1    0.000    0.000    0.000    0.000 __init__.py:899(_search_paths)
        1    0.000    0.000    0.000    0.000 __init__.py:902(createLock)
        4    0.000    0.000    0.000    0.000 platform.py:814(uname)
        1    0.000    0.000    0.000    0.000 typing.py:1188(copy_with)
        2    0.000    0.000    0.000    0.000 getlimits.py:484(__new__)
        2    0.000    0.000    0.000    0.000 npyimpl.py:411(<listcomp>)
        1    0.000    0.000    0.000    0.000 _util.py:39(numpy_at_least)
        1    0.000    0.000    0.000    0.000 cgutils.py:406(insert_pure_function)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2075(Unpack)
        3    0.000    0.000    0.000    0.000 typing.py:1234(<genexpr>)
        2    0.000    0.000    0.000    0.000 npyimpl.py:387(<listcomp>)
        1    0.000    0.000    0.000    0.000 linalg.py:74(_BLAS)
        1    0.000    0.000    0.000    0.000 ak_backend.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ak_from_parquet.py:1(<module>)
        1    0.000    0.000    0.000    0.000 types.py:257(_as_float)
        1    0.000    0.000    0.000    0.000 arraytype.py:1(<module>)
        2    0.000    0.000    0.000    0.000 interpreter.py:2674(op_BINARY_ADD)
        2    0.000    0.000    0.000    0.000 interpreter.py:2716(op_INPLACE_ADD)
        1    0.000    0.000    0.000    0.000 mixins.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ak_from_arrow_schema.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ak_unzip.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ak_without_parameters.py:1(<module>)
        4    0.000    0.000    0.000    0.000 wrappers.py:326(fndesc)
        1    0.000    0.000    0.000    0.000 model.py:264(__init__)
        4    0.000    0.000    0.000    0.000 containers.py:348(<genexpr>)
        4    0.000    0.000    0.000    0.000 arraymath.py:1065(nan_min_max_factory)
        1    0.000    0.000    0.000    0.000 __init__.py:481(get_device_name)
        1    0.000    0.000    0.000    0.000 ak_to_backend.py:1(<module>)
        1    0.000    0.000    0.000    0.000 unmaskedform.py:9(UnmaskedForm)
        5    0.000    0.000    0.000    0.000 values.py:911(personality)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1254(__iter__)
        1    0.000    0.000    0.000    0.000 cmathdecl.py:27(CMath_predicate)
        3    0.000    0.000    0.000    0.000 typeinfer.py:387(__init__)
        5    0.000    0.000    0.000    0.000 typeinfer.py:794(get_call_signature)
        1    0.000    0.000    0.000    0.000 linalg.py:115(_LAPACK)
        1    0.000    0.000    0.000    0.000 lex.py:558(LexerReflect)
        1    0.000    0.000    0.000    0.000 ak_values_astype.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ak_from_jax.py:1(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:112(_nvml_based_avail)
        3    0.000    0.000    0.000    0.000 imputils.py:158(_decorate_setattr)
        4    0.000    0.000    0.000    0.000 functions.py:415(<dictcomp>)
        2    0.000    0.000    0.000    0.000 {method 'cache_clear' of 'functools._lru_cache_wrapper' objects}
        2    0.000    0.000    0.000    0.000 numbers.py:197(_get_power_zerodiv_return)
        1    0.000    0.000    0.000    0.000 listoffsetform.py:9(ListOffsetForm)
        1    0.000    0.000    0.001    0.001 arrayobj.py:1210(get_array_memory_extents)
        1    0.000    0.000    0.000    0.000 listform.py:9(ListForm)
        2    0.000    0.000    0.000    0.000 interpreter.py:2686(op_BINARY_TRUE_DIVIDE)
        4    0.000    0.000    0.000    0.000 _adapters.py:24(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method numpy.promote_types}
        1    0.000    0.000    0.000    0.000 arrayobj.py:966(<listcomp>)
        1    0.000    0.000    0.000    0.000 cmathdecl.py:13(CMath_unary)
        1    0.000    0.000    0.000    0.000 layout.py:22(ContentType)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1226(_find_parent_path_names)
        1    0.000    0.000    0.000    0.000 arrayobj.py:1221(extents_may_overlap)
        1    0.000    0.000    0.000    0.000 cmathdecl.py:24(<listcomp>)
        4    0.000    0.000    0.000    0.000 ssa.py:297(__init__)
        2    0.000    0.000    0.000    0.000 npydecl.py:444(parse_shape)
        2    0.000    0.000    0.000    0.000 functools.py:946(__init__)
        3    0.000    0.000    0.000    0.000 misc.py:101(value)
        4    0.000    0.000    0.000    0.000 arraymath.py:4489(window_generator)
        1    0.000    0.000    0.000    0.000 arraydecl.py:846(install_array_method)
        1    0.000    0.000    0.000    0.000 parfor.py:1435(__init__)
        2    0.000    0.000    0.000    0.000 typing_extensions.py:831(<genexpr>)
        2    0.000    0.000    0.000    0.000 model.py:331(build_c_name_with_marker)
        1    0.000    0.000    0.000    0.000 __init__.py:1636(addHandler)
        1    0.000    0.000    0.000    0.000 numbers.py:1222(int_as_bool)
        3    0.000    0.000    0.000    0.000 arraymath.py:1468(_partition_factory)
        1    0.000    0.000    0.000    0.000 byteflow.py:772(op_JUMP_FORWARD)
        1    0.000    0.000    0.000    0.000 __init__.py:886(find_distributions)
        1    0.000    0.000    0.000    0.000 arrayobj.py:729(get_index_bounds)
        1    0.000    0.000    0.000    0.000 arrayobj.py:4377(numpy_empty_like_nd)
        1    0.000    0.000    0.000    0.000 forth.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ak_is_tuple.py:1(<module>)
        2    0.000    0.000    0.000    0.000 byteflow.py:425(op_POP_TOP)
        1    0.000    0.000    0.007    0.007 __init__.py:354(select)
        1    0.000    0.000    0.001    0.001 __init__.py:1448(setLevel)
        1    0.000    0.000    0.000    0.000 {built-in method posix.putenv}
        3    0.000    0.000    0.000    0.000 npyimpl.py:78(create_iter_indices)
        2    0.000    0.000    0.000    0.000 npyimpl.py:321(_unpack_output_values)
        1    0.000    0.000    0.000    0.000 ak_to_rdataframe.py:1(<module>)
        1    0.000    0.000    0.000    0.000 types.py:330(format_constant)
        4    0.000    0.000    0.000    0.000 _common.py:112(_)
        1    0.000    0.000    0.000    0.000 __init__.py:972(distributions)
        1    0.000    0.000    0.000    0.000 api.py:293(cast)
        1    0.000    0.000    0.000    0.000 cmathdecl.py:30(<listcomp>)
        1    0.000    0.000    0.000    0.000 _singleton.py:6(Singleton)
        1    0.000    0.000    0.000    0.000 registry.py:46(do_register)
        3    0.000    0.000    0.000    0.000 array_analysis.py:2966(<listcomp>)
        2    0.000    0.000    0.000    0.000 parfor_lowering.py:914(empty_container_allocator_hoist)
        1    0.000    0.000    0.000    0.000 cgutils.py:299(__getattr__)
        1    0.000    0.000    0.000    0.000 _typetracer.py:22(UnknownScalar)
        1    0.000    0.000    0.000    0.000 parallel.py:166(<listcomp>)
        1    0.000    0.000    0.000    0.000 numpy.py:14(Numpy)
        1    0.000    0.000    0.000    0.000 weakref.py:368(__init__)
        1    0.000    0.000    0.000    0.000 _awkward_datashape_parser.py:450(Tree)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:115(__init__)
        3    0.000    0.000    0.000    0.000 array_analysis.py:474(<genexpr>)
        3    0.000    0.000    0.000    0.000 array_analysis.py:2967(<listcomp>)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1219(__init__)
        3    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
        3    0.000    0.000    0.000    0.000 arraymath.py:1525(_select_factory)
        1    0.000    0.000    0.000    0.000 _awkward_datashape_parser.py:298(Serialize)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2936(is_protocol)
        4    0.000    0.000    0.000    0.000 types.py:449(__len__)
        4    0.000    0.000    0.000    0.000 abstract.py:143(can_convert_to)
        2    0.000    0.000    0.000    0.000 typing.py:714(__hash__)
        2    0.000    0.000    0.000    0.000 getlimits.py:612(tiny)
        1    0.000    0.000    0.000    0.000 mathdecl.py:71(Math_copysign)
        1    0.000    0.000    0.000    0.000 arrayview.py:74(LookupType)
        1    0.000    0.000    0.000    0.000 layout.py:393(ListArrayType)
        1    0.000    0.000    0.000    0.000 {method '__enter__' of '_multiprocessing.SemLock' objects}
        1    0.000    0.000    0.000    0.000 cgutils.py:316(__getitem__)
        1    0.000    0.000    0.000    0.000 ufunc_db.py:26(get_ufuncs)
        1    0.000    0.000    0.000    0.000 ak_from_rdataframe.py:1(<module>)
        1    0.000    0.000    0.000    0.000 model.py:350(__init__)
        1    0.000    0.000    0.000    0.000 _backends.py:81(CupyBackend)
        1    0.000    0.000    0.000    0.000 _weakrefset.py:121(update)
        1    0.000    0.000    0.000    0.000 enum.py:937(_missing_)
        1    0.000    0.000    0.000    0.000 codegen.py:817(get_function)
        1    0.000    0.000    0.001    0.001 lowering.py:868(default_handler)
        2    0.000    0.000    0.000    0.000 six.py:194(find_spec)
        1    0.000    0.000    0.000    0.000 ak_from_numpy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ak_to_cupy.py:1(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:786(__init__)
        1    0.000    0.000    0.000    0.000 cmathdecl.py:42(<listcomp>)
        3    0.000    0.000    0.000    0.000 imputils.py:231(iterator_impl)
        3    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 arrayobj.py:4343(numpy_empty_nd)
        1    0.000    0.000    0.000    0.000 mathdecl.py:136(Math_ldexp)
        1    0.000    0.000    0.000    0.000 _awkward_datashape_parser.py:1012(Pattern)
        1    0.000    0.000    0.000    0.000 _errors.py:183(SlicingErrorContext)
        3    0.000    0.000    0.000    0.000 functions.py:697(get_impl_key)
        1    0.000    0.000    0.000    0.000 __init__.py:1066(__init__)
        1    0.000    0.000    0.000    0.000 synchronize.py:94(__enter__)
        1    0.000    0.000    0.001    0.001 parallel.py:416(select_from_backends)
        1    0.000    0.000    0.000    0.000 stencilparfor.py:34(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:749(path)
        1    0.000    0.000    0.000    0.000 listobj.py:411(ListIterInstance)
        1    0.000    0.000    0.000    0.000 layout.py:1023(RecordArrayType)
        1    0.000    0.000    0.000    0.000 _kernels.py:66(NumpyKernel)
        1    0.000    0.000    0.000    0.000 typetracer.py:59(MaybeNone)
        1    0.000    0.000    0.000    0.000 __init__.py:47(_running_with_deploy)
        1    0.000    0.000    0.000    0.000 array_analysis.py:846(plus)
        1    0.000    0.000    0.002    0.002 parfor_lowering.py:845(compute_def_once)
        3    0.000    0.000    0.000    0.000 ir.py:1068(infer_constant)
        1    0.000    0.000    0.000    0.000 numpytype.py:97(NumpyType)
        1    0.000    0.000    0.000    0.000 array_analysis.py:472(<listcomp>)
        1    0.000    0.000    0.001    0.001 callconv.py:915(fp_zero_division)
        1    0.000    0.000    0.000    0.000 parfor_lowering.py:745(unwrap_loop_body)
        1    0.000    0.000    0.000    0.000 _reducers.py:69(ArgMin)
        1    0.000    0.000    0.000    0.000 _awkward_datashape_parser.py:2482(PostLex)
        1    0.000    0.000    0.000    0.000 shape.py:12(_new)
        3    0.000    0.000    0.000    0.000 npyimpl.py:81(load_data)
        2    0.000    0.000    0.000    0.000 npyimpl.py:328(_pack_output_values)
        1    0.000    0.000    0.000    0.000 yacc.py:109(PlyLogger)
        1    0.000    0.000    0.000    0.000 synchronize.py:186(__init__)
        2    0.000    0.000    0.000    0.000 ir.py:1017(infer_constant)
        3    0.000    0.000    0.000    0.000 inline_closurecall.py:754(<lambda>)
        1    0.000    0.000    0.000    0.000 layout.py:578(IndexedOptionArrayType)
        1    0.000    0.000    0.000    0.000 string.py:11(ByteBehavior)
        1    0.000    0.000    0.000    0.000 ak_from_categorical.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _awkward_datashape_parser.py:530(_Decoratable)
        3    0.000    0.000    0.000    0.000 {built-in method _ctypes.addressof}
        1    0.000    0.000    0.000    0.000 setobj.py:1168(SetIterInstance)
        3    0.000    0.000    0.000    0.000 arrayobj.py:726(get_shape)
        1    0.000    0.000    0.000    0.000 arrayobj.py:1347(<listcomp>)
        1    0.000    0.000    0.000    0.000 cmathdecl.py:44(<listcomp>)
        1    0.000    0.000    0.000    0.000 layout.py:261(NumpyArrayType)
        1    0.000    0.000    0.000    0.000 array_exprs.py:133(_translate_expr)
        2    0.000    0.000    0.000    0.000 parfor.py:2710(<setcomp>)
        1    0.000    0.000    0.000    0.000 array_analysis.py:468(<listcomp>)
        1    0.000    0.000    0.000    0.000 cgutils.py:292(_get_ptr_by_index)
        2    0.000    0.000    0.000    0.000 zipfile.py:1836(close)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
        3    0.000    0.000    0.000    0.000 npyimpl.py:44(update_indices)
        2    0.000    0.000    0.000    0.000 npyimpl.py:417(__init__)
        1    0.000    0.000    0.000    0.000 arrayview.py:106(ArrayView)
        1    0.000    0.000    0.000    0.000 ak_is_valid.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ak_to_numpy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _awkward_datashape_parser.py:339(SerializeMemoizer)
        1    0.000    0.000    0.000    0.000 _awkward_datashape_parser.py:560(Transformer)
        1    0.000    0.000    0.000    0.000 _awkward_datashape_parser.py:1115(Token)
        1    0.000    0.000    0.000    0.000 _awkward_datashape_parser.py:2186(ParsingFrontend)
        1    0.000    0.000    0.000    0.000 _backends.py:74(__init__)
        1    0.000    0.000    0.000    0.000 array_analysis.py:302(<listcomp>)
        3    0.000    0.000    0.000    0.000 base.py:1111(get_preferred_array_alignment)
        1    0.000    0.000    0.000    0.000 serialize.py:180(disable_pickling)
        3    0.000    0.000    0.000    0.000 imputils.py:71(lower_setattr)
        1    0.000    0.000    0.000    0.000 arrayobj.py:1344(<listcomp>)
        1    0.000    0.000    0.000    0.000 scalartype.py:8(ScalarType)
        1    0.000    0.000    0.000    0.000 _reducers.py:650(Max)
        1    0.000    0.000    0.000    0.000 cgutils.py:805(is_scalar_zero)
        1    0.000    0.000    0.000    0.000 __init__.py:1366(_fixupParents)
        1    0.000    0.000    0.000    0.000 arrayobj.py:659(EntireIndexer)
        2    0.000    0.000    0.000    0.000 {built-in method _cffi_backend.new_pointer_type}
        1    0.000    0.000    0.000    0.000 _ops.py:1199(__init__)
        1    0.000    0.000    0.000    0.000 boxing.py:124(box_none)
        3    0.000    0.000    0.000    0.000 arrayobj.py:736(loop_tail)
        1    0.000    0.000    0.000    0.000 ak_categories.py:1(<module>)
        2    0.000    0.000    0.000    0.000 typing.py:1217(<genexpr>)
        1    0.000    0.000    0.000    0.000 {built-in method posix.getpid}
        1    0.000    0.000    0.000    0.000 context.py:148(meminfo_alloc_aligned)
        2    0.000    0.000    0.000    0.000 npdatetime.py:569(_datetime_timedelta_arith)
        2    0.000    0.000    0.000    0.000 npyimpl.py:375(<listcomp>)
        1    0.000    0.000    0.000    0.000 linalg.py:525(dot_2)
        1    0.000    0.000    0.000    0.000 ak_validity_error.py:1(<module>)
        1    0.000    0.000    0.000    0.000 layout.py:689(ByteMaskedArrayType)
        1    0.000    0.000    0.000    0.000 yacc.py:285(LRParser)
        1    0.000    0.000    0.000    0.000 c_ast.py:30(Node)
        1    0.000    0.000    0.000    0.000 type.py:13(Type)
        1    0.000    0.000    0.000    0.000 _awkward_datashape_parser.py:2276(PostLexConnector)
        1    0.000    0.000    0.000    0.000 _kernels.py:39(BaseKernel)
        2    0.000    0.000    0.000    0.000 typed_passes.py:526(lowering_class)
        1    0.000    0.000    0.000    0.000 wrappers.py:310(library)
        1    0.000    0.000    0.000    0.000 array_analysis.py:2413(_analyze_op_call_numpy_empty_like)
        1    0.000    0.000    0.000    0.000 interpreter.py:2919(op_POP_JUMP_IF_TRUE)
        2    0.000    0.000    0.000    0.000 base.py:329(nonconst_module_attrs)
        1    0.000    0.000    0.001    0.001 parfor_lowering.py:1598(replace_var_with_array)
        2    0.000    0.000    0.000    0.000 unicode.py:2007(_is_upper)
        1    0.000    0.000    0.000    0.000 _awkward_datashape_parser.py:2132(IntParseTable)
        1    0.000    0.000    0.000    0.000 _backends.py:111(JaxBackend)
        2    0.000    0.000    0.000    0.000 __init__.py:1493(__init__)
        1    0.000    0.000    0.000    0.000 context.py:253(get_start_method)
        2    0.000    0.000    0.000    0.000 functools.py:952(__set_name__)
        3    0.000    0.000    0.000    0.000 npyimpl.py:47(as_values)
        1    0.000    0.000    0.000    0.000 arrayobj.py:1733(<listcomp>)
        1    0.000    0.000    0.000    0.000 categorical.py:110(register)
        1    0.000    0.000    0.000    0.000 ak_to_jax.py:1(<module>)
        1    0.000    0.000    0.000    0.000 regulartype.py:10(RegularType)
        1    0.000    0.000    0.000    0.000 model.py:174(build_backend_type)
        1    0.000    0.000    0.000    0.000 model.py:578(get_typecache)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1240(_recalculate)
        2    0.000    0.000    0.000    0.000 {built-in method torch._C._cuda_getArchFlags}
        1    0.000    0.000    0.000    0.000 layout.py:1312(UnionArrayType)
        1    0.000    0.000    0.000    0.000 numba.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ak_from_cupy.py:1(<module>)
        2    0.000    0.000    0.000    0.000 array_analysis.py:305(<genexpr>)
        1    0.000    0.000    0.000    0.000 _collections_abc.py:78(_check_methods)
        1    0.000    0.000    0.000    0.000 linalg.py:48(get_blas_kind)
        1    0.000    0.000    0.001    0.001 parfor.py:765(get_parfors)
        1    0.000    0.000    0.000    0.000 __init__.py:577(_discover_resolvers)
        1    0.000    0.000    0.000    0.000 version.py:96(__ge__)
        2    0.000    0.000    0.000    0.000 setdecl.py:99(ConcreteSetOperator)
        1    0.000    0.000    0.000    0.000 _backends.py:157(TypeTracerBackend)
        1    0.000    0.000    0.000    0.000 ir_utils.py:51(get_unused_var_name)
        1    0.000    0.000    0.000    0.000 _awkward_datashape_parser.py:935(Terminal)
        1    0.000    0.000    0.000    0.000 _awkward_datashape_parser.py:974(Rule)
        1    0.000    0.000    0.000    0.000 types.py:187(__eq__)
        2    0.000    0.000    0.000    0.000 unicode.py:1962(gen_isAlX)
        1    0.000    0.000    0.000    0.000 synchronize.py:123(Semaphore)
        2    0.000    0.000    0.000    0.000 cmathimpl.py:84(intrinsic_complex_unary)
        2    0.000    0.000    0.000    0.000 arraymath.py:3677(_searchsorted)
        2    0.000    0.000    0.000    0.000 unicode.py:1170(generate_rsplit_whitespace_impl)
        1    0.000    0.000    0.000    0.000 arrayobj.py:1350(<listcomp>)
        1    0.000    0.000    0.000    0.000 layout.py:484(IndexedArrayType)
        1    0.000    0.000    0.000    0.000 layout.py:801(BitMaskedArrayType)
        1    0.000    0.000    0.000    0.000 highlevel.py:2668(List)
        1    0.000    0.000    0.000    0.000 _reducers.py:445(Any)
        1    0.000    0.000    0.000    0.000 _reducers.py:496(All)
        1    0.000    0.000    0.000    0.000 _awkward_datashape_parser.py:1493(LexerConf)
        1    0.000    0.000    0.000    0.000 _errors.py:14(PartialFunction)
        1    0.000    0.000    0.000    0.000 _errors.py:127(OperationErrorContext)
        2    0.000    0.000    0.000    0.000 parfor.py:1498(<dictcomp>)
        1    0.000    0.000    0.000    0.000 interpreter.py:2677(op_BINARY_SUBTRACT)
        1    0.000    0.000    0.000    0.000 interpreter.py:2746(op_INPLACE_RSHIFT)
        2    0.000    0.000    0.000    0.000 functions.py:704(dtype)
        2    0.000    0.000    0.000    0.000 _adapters.py:56(__init__)
        2    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 synchronize.py:90(_make_methods)
        2    0.000    0.000    0.000    0.000 npdatetime.py:371(_create_timedelta_comparison_impl)
        2    0.000    0.000    0.000    0.000 unicode.py:1341(gen_unicode_Xjust)
        2    0.000    0.000    0.000    0.000 unicode.py:2256(_gen_unicode_upper_or_lower)
        3    0.000    0.000    0.000    0.000 arrayobj.py:720(prepare)
        1    0.000    0.000    0.000    0.000 arrayobj.py:1348(<listcomp>)
        1    0.000    0.000    0.000    0.000 {built-in method _cffi_backend.new_void_type}
        1    0.000    0.000    0.000    0.000 layout.py:319(RegularArrayType)
        1    0.000    0.000    0.000    0.000 yacc.py:1309(Production)
        1    0.000    0.000    0.000    0.000 yacc.py:1473(Grammar)
        1    0.000    0.000    0.000    0.000 yacc.py:2099(LRGeneratedTable)
        1    0.000    0.000    0.000    0.000 _reducers.py:356(Prod)
        1    0.000    0.000    0.000    0.000 _awkward_datashape_parser.py:1894(LALR_Parser)
        1    0.000    0.000    0.000    0.000 _kernels.py:163(TypeTracerKernel)
        1    0.000    0.000    0.000    0.000 _backends.py:61(NumpyBackend)
        1    0.000    0.000    0.000    0.000 _utils.py:952(get_calls)
        1    0.000    0.000    0.000    0.000 model.py:310(length_is_unknown)
        2    0.000    0.000    0.000    0.000 typing.py:1554(<genexpr>)
        2    0.000    0.000    0.000    0.000 sre_parse.py:163(__delitem__)
        1    0.000    0.000    0.000    0.000 context.py:53(allocate)
        2    0.000    0.000    0.000    0.000 npdatetime.py:697(_gen_datetime_max_impl)
        1    0.000    0.000    0.000    0.000 arrayobj.py:609(Indexer)
        1    0.000    0.000    0.000    0.000 arrayobj.py:723(get_size)
        1    0.000    0.000    0.000    0.000 arrayobj.py:1346(<listcomp>)
        1    0.000    0.000    0.000    0.000 lex.py:115(Lexer)
        1    0.000    0.000    0.000    0.000 uniontype.py:11(UnionType)
        1    0.000    0.000    0.000    0.000 arraytype.py:9(ArrayType)
        1    0.000    0.000    0.000    0.000 _awkward_datashape_parser.py:911(Symbol)
        1    0.000    0.000    0.000    0.000 parfor_lowering.py:368(<listcomp>)
        1    0.000    0.000    0.000    0.000 models.py:1243(handle_bound_function)
        2    0.000    0.000    0.000    0.000 instructions.py:288(value)
        2    0.000    0.000    0.000    0.000 readers.py:23(files)
        1    0.000    0.000    0.000    0.000 random.py:119(__init__)
        1    0.000    0.000    0.000    0.000 arrayobj.py:882(SliceIndexer)
        1    0.000    0.000    0.000    0.000 {built-in method _cffi_backend._get_common_types}
