         9074922 function calls (8816296 primitive calls) in 29.982 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      214    0.001    0.000    0.004    0.000 ir.py:1099(__repr__)
       12    0.001    0.000    0.002    0.000 untyped_passes.py:1655(run_pass)
       15    0.001    0.000    0.002    0.000 parfor_lowering.py:765(compute_def_once_block)
      171    0.001    0.000    0.001    0.000 types.py:455(__eq__)
        8    0.001    0.000    0.044    0.005 rangeobj.py:102(from_range_state)
       59    0.001    0.000    0.001    0.000 templates.py:62(replace)
      364    0.001    0.000    0.001    0.000 {built-in method sys.exc_info}
       19    0.001    0.000    0.020    0.001 models.py:557(_from)
       26    0.001    0.000    0.025    0.001 callconv.py:397(set_static_user_exc)
      245    0.001    0.000    0.026    0.000 ffi.py:268(__exit__)
      458    0.001    0.000    0.001    0.000 pathlib.py:239(splitroot)
       78    0.001    0.000    0.001    0.000 module.py:7(__init__)
      290    0.001    0.000    0.001    0.000 ir_utils.py:28(mk_unique_var)
       85    0.001    0.000    0.009    0.000 module.py:189(functions)
      263    0.001    0.000    0.001    0.000 byteflow.py:1612(pop)
      240    0.001    0.000    0.002    0.000 _methods.py:61(_all)
      540    0.001    0.000    0.001    0.000 {method 'append' of 'collections.deque' objects}
      268    0.001    0.000    0.001    0.000 utils.py:285(__len__)
       88    0.001    0.000    0.005    0.000 posixpath.py:377(abspath)
       41    0.001    0.000    0.020    0.000 typeof.py:90(_typeof_type)
        3    0.001    0.000    0.003    0.001 ir_utils.py:1354(canonicalize_array_math)
      199    0.001    0.000    0.002    0.000 targetconfig.py:69(__init__)
      160    0.001    0.000    0.003    0.000 _ufunc_config.py:435(__exit__)
        2    0.001    0.000    0.339    0.170 inline_closurecall.py:574(inline_closure_call)
       37    0.001    0.000    0.004    0.000 packer.py:132(argument_types)
       41    0.001    0.000    0.011    0.000 targets.py:9(get_process_triple)
      480    0.001    0.000    0.001    0.000 instructions.py:712(<listcomp>)
       58    0.001    0.000    0.004    0.000 npytypes.py:444(__init__)
      153    0.001    0.000    0.008    0.000 numpy_support.py:374(<listcomp>)
       17    0.001    0.000    0.068    0.004 arrayobj.py:374(basic_indexing)
      120    0.001    0.000    0.002    0.000 arrayview.py:328(generic)
       40    0.001    0.000    0.002    0.000 transforms.py:15(visit_BasicBlock)
      128    0.001    0.000    0.002    0.000 itanium_mangler.py:74(repl)
  115/111    0.001    0.000    0.228    0.002 <frozen importlib._bootstrap>:1038(_gcd_import)
      115    0.001    0.000    0.054    0.000 postproc.py:46(livemap)
      358    0.001    0.000    0.001    0.000 bytecode.py:141(_unpack_opargs)
      236    0.001    0.000    0.001    0.000 extending.py:222(overload_method)
      538    0.001    0.000    0.001    0.000 byteflow.py:1499(get_identity)
      437    0.001    0.000    0.001    0.000 controlflow.py:547(<listcomp>)
      471    0.001    0.000    0.001    0.000 contextlib.py:420(__init__)
      216    0.001    0.000    0.003    0.000 abstract.py:443(literal_type)
      313    0.001    0.000    0.001    0.000 registry.py:39(target_context)
      231    0.001    0.000    0.001    0.000 common.py:4(_encode_string)
      480    0.001    0.000    0.001    0.000 fromnumeric.py:2416(_all_dispatcher)
      486    0.001    0.000    0.001    0.000 values.py:1160(is_terminated)
     13/5    0.001    0.000    2.320    0.464 typed_passes.py:103(run_pass)
      115    0.001    0.000    0.018    0.000 transforms.py:306(yield_loops_with_multiple_backedges)
      273    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:357(__init__)
      164    0.001    0.000    0.037    0.000 lowering.py:1561(incref)
       39    0.001    0.000    0.012    0.000 callconv.py:736(check_try_status)
       96    0.001    0.000    0.023    0.000 containers.py:144(from_types)
       43    0.001    0.000    0.002    0.000 typeinfer.py:1736(typeof_call)
   106/35    0.001    0.000    0.055    0.002 parfor.py:5038(get_parfor_call_table)
        7    0.001    0.000    0.341    0.049 cpu.py:193(create_cfunc_wrapper)
  114/111    0.001    0.000    0.229    0.002 __init__.py:108(import_module)
      456    0.001    0.000    0.001    0.000 block.py:180(<lambda>)
      268    0.001    0.000    0.001    0.000 ir_utils.py:2358(is_setup_with)
      120    0.001    0.000    0.002    0.000 arrayview.py:620(generic)
      306    0.001    0.000    0.001    0.000 numpy_support.py:397(<listcomp>)
      268    0.001    0.000    0.001    0.000 ir_utils.py:2374(is_pop_block)
       15    0.001    0.000    0.001    0.000 interpreter.py:1464(_legalize_exception_vars)
      550    0.001    0.000    0.001    0.000 compiler_machinery.py:98(get_analysis_usage)
      151    0.001    0.000    0.002    0.000 npydecl.py:99(<listcomp>)
       73    0.001    0.000    0.004    0.000 builder.py:629(select)
        1    0.001    0.001    0.002    0.002 plyparser.py:86(template)
      355    0.001    0.000    0.001    0.000 context.py:484(_remove_global)
      291    0.001    0.000    0.001    0.000 ir.py:581(<genexpr>)
       34    0.001    0.000    0.001    0.000 executionengine.py:138(_find_module_ptr)
      134    0.001    0.000    0.065    0.000 templates.py:481(apply)
       91    0.001    0.000    0.002    0.000 misc.py:90(__init__)
      119    0.001    0.000    0.001    0.000 interpreter.py:53(assign)
      130    0.001    0.000    0.007    0.000 cgutils.py:435(add_global_variable)
       44    0.001    0.000    0.019    0.000 decorators.py:26(jit)
       18    0.001    0.000    0.004    0.000 array_analysis.py:3112(_gen_shape_call)
      151    0.001    0.000    0.003    0.000 npydecl.py:51(<listcomp>)
       26    0.001    0.000    0.020    0.001 callconv.py:813(decorate_function)
      502    0.001    0.000    0.001    0.000 {method 'remove' of 'set' objects}
      182    0.001    0.000    0.006    0.000 ssa.py:40(get)
      382    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:165(__init__)
       45    0.001    0.000    0.001    0.000 sre_compile.py:292(_optimize_charset)
       89    0.001    0.000    0.003    0.000 byteflow.py:467(op_LOAD_FAST)
      479    0.001    0.000    0.001    0.000 abstract.py:478(key)
      143    0.001    0.000    0.001    0.000 ir.py:854(__init__)
      135    0.001    0.000    0.013    0.000 models.py:135(contains_nrt_meminfo)
      450    0.001    0.000    0.001    0.000 __init__.py:190(_for)
      398    0.001    0.000    0.001    0.000 numpy_support.py:384(<genexpr>)
      338    0.001    0.000    0.045    0.000 nrt.py:19(initialize)
       58    0.001    0.000    0.001    0.000 byteflow.py:1891(__init__)
        3    0.001    0.000    0.003    0.001 array_exprs.py:191(apply)
       82    0.001    0.000    0.001    0.000 npyimpl.py:496(register_ufunc_kernel)
       58    0.001    0.000    0.002    0.000 byteflow.py:1737(get_outgoing_states)
       36    0.001    0.000    0.001    0.000 typeinfer.py:1009(_get_return_vars)
      304    0.001    0.000    0.001    0.000 utils.py:378(<listcomp>)
       63    0.001    0.000    0.004    0.000 arrayobj.py:62(make_array)
      449    0.001    0.000    0.001    0.000 misc.py:144(key)
       58    0.001    0.000    0.001    0.000 byteflow.py:1827(adapt_state_infos)
       13    0.001    0.000    0.096    0.007 lowering.py:29(__init__)
      424    0.001    0.000    0.001    0.000 compiler.py:383(__setattr__)
      239    0.001    0.000    0.001    0.000 extending.py:202(_overload_method_common)
      151    0.001    0.000    0.002    0.000 npydecl.py:53(<listcomp>)
      302    0.001    0.000    0.001    0.000 ir.py:712(__str__)
      177    0.001    0.000    0.001    0.000 codecs.py:319(decode)
      199    0.001    0.000    0.001    0.000 ssa.py:248(on_assign)
       41    0.001    0.000    0.012    0.000 codegen.py:1219(_create_empty_module)
      151    0.001    0.000    0.002    0.000 npydecl.py:75(<listcomp>)
       30    0.001    0.000    0.002    0.000 textwrap.py:422(dedent)
      194    0.001    0.000    0.043    0.000 context.py:378(incref)
       42    0.001    0.000    0.007    0.000 models.py:459(as_argument)
      200    0.001    0.000    0.020    0.000 base.py:510(get_constant)
      109    0.001    0.000    0.003    0.000 templates.py:1002(make_intrinsic_template)
      112    0.001    0.000    0.016    0.000 cgutils.py:689(<listcomp>)
       26    0.001    0.000    0.003    0.000 analysis.py:304(find_branches)
      107    0.001    0.000    0.001    0.000 values.py:47(<listcomp>)
      135    0.001    0.000    0.001    0.000 models.py:496(traverse)
      451    0.001    0.000    0.001    0.000 types.py:105(_to_string)
       24    0.001    0.000    0.013    0.001 untyped_passes.py:182(run_pass)
      164    0.001    0.000    0.001    0.000 types.py:452(_to_string)
      291    0.001    0.000    0.001    0.000 models.py:139(<genexpr>)
      194    0.001    0.000    0.001    0.000 npytypes.py:514(is_precise)
      421    0.001    0.000    0.001    0.000 {method 'pop' of 'collections.deque' objects}
      471    0.001    0.000    0.001    0.000 contextlib.py:423(__enter__)
      201    0.001    0.000    0.011    0.000 builder.py:579(icmp_signed)
       99    0.001    0.000    0.004    0.000 base.py:66(_best_signature)
      374    0.001    0.000    0.001    0.000 {built-in method torch._C._has_torch_function_unary}
       10    0.001    0.000    0.013    0.001 functools.py:745(<listcomp>)
       14    0.001    0.000    0.168    0.012 lowering.py:811(lower_getitem)
      170    0.001    0.000    0.023    0.000 pythonapi.py:1300(_get_function)
       50    0.001    0.000    0.004    0.000 array_analysis.py:626(get_shape_classes)
      133    0.001    0.000    0.008    0.000 models.py:650(set)
      135    0.001    0.000    0.011    0.000 models.py:97(traverse_models)
       93    0.001    0.000    0.003    0.000 cgutils.py:56(create_struct_proxy)
       99    0.001    0.000    0.006    0.000 base.py:451(insert_unique_const)
      115    0.001    0.000    0.037    0.000 transforms.py:353(canonicalize_cfg)
      112    0.001    0.000    0.016    0.000 cgutils.py:682(unpack_tuple)
       10    0.001    0.000    0.028    0.003 callconv.py:468(unpack_dynamic_exception)
       58    0.001    0.000    0.036    0.001 lowering.py:1541(alloca_lltype)
       24    0.001    0.000    0.001    0.000 inline_closurecall.py:302(__init__)
       94    0.001    0.000    0.008    0.000 typed_passes.py:700(get_func_type)
       25    0.001    0.000    0.030    0.001 codegen.py:1257(_function_pass_manager)
      105    0.001    0.000    0.007    0.000 pprint.py:235(_pprint_list)
       34    0.001    0.000    0.010    0.000 numpy.py:79(decorator)
      324    0.001    0.000    0.001    0.000 compiler_machinery.py:69(analysis)
       86    0.001    0.000    0.005    0.000 builder.py:858(ret)
       58    0.001    0.000    0.002    0.000 interpreter.py:1506(_start_new_block)
       10    0.001    0.000    0.067    0.007 callconv.py:122(raise_error)
     10/3    0.001    0.000    0.002    0.001 ir_utils.py:480(add_offset_to_labels)
       90    0.001    0.000    0.039    0.000 targetconfig.py:190(__eq__)
        1    0.001    0.001    0.062    0.062 unicode.py:1(<module>)
       93    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:902(_resolve_name)
      198    0.001    0.000    0.003    0.000 ssa.py:342(_fix_var)
      339    0.001    0.000    0.331    0.001 entrypoints.py:23(init_all)
       41    0.001    0.000    0.018    0.000 module.py:109(verify)
       23    0.001    0.000    0.096    0.004 packer.py:87(as_arguments)
     16/2    0.001    0.000    0.005    0.002 parfor.py:3675(get_parfor_reductions)
      374    0.001    0.000    0.001    0.000 {built-in method torch._C._has_torch_function}
       96    0.001    0.000    0.018    0.000 lowering.py:1578(_lit_or_omitted)
      358    0.001    0.000    0.001    0.000 bytecode.py:67(__init__)
       23    0.001    0.000    0.011    0.000 callconv.py:777(_get_return_status)
      153    0.001    0.000    0.001    0.000 ufunc_db.py:32(get_ufunc_info)
      416    0.001    0.000    0.001    0.000 functions.py:700(key)
       15    0.001    0.000    0.001    0.000 dis.py:434(findlabels)
      352    0.001    0.000    0.001    0.000 templates.py:54(recvr)
      133    0.001    0.000    0.001    0.000 module.py:52(__init__)
      261    0.001    0.000    0.001    0.000 array_analysis.py:272(<genexpr>)
      9/1    0.001    0.000    0.004    0.004 parfor.py:4780(simplify_parfor_body_CFG)
      141    0.001    0.000    0.025    0.000 arrayobj.py:54(mark_positive)
       16    0.001    0.000    0.032    0.002 templates.py:955(generic)
      284    0.001    0.000    0.001    0.000 templates.py:1018(__init__)
       15    0.001    0.000    0.002    0.000 byteflow.py:191(_build_cfg)
      358    0.001    0.000    0.001    0.000 dis.py:422(_unpack_opargs)
      385    0.001    0.000    0.001    0.000 misc.py:170(key)
      169    0.001    0.000    0.001    0.000 array_analysis.py:671(define)
      240    0.001    0.000    0.001    0.000 array_analysis.py:439(<genexpr>)
      409    0.001    0.000    0.001    0.000 targetconfig.py:252(_guard_option)
        1    0.001    0.001    0.002    0.002 parfor.py:1764(run)
      266    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:48(_new_module)
       12    0.001    0.000    0.169    0.014 untyped_passes.py:212(run_pass)
      354    0.001    0.000    0.001    0.000 {built-in method _abc.get_cache_token}
      284    0.001    0.000    0.001    0.000 values.py:953(entry_basic_block)
      358    0.001    0.000    0.001    0.000 bytecode.py:117(__repr__)
      160    0.001    0.000    0.001    0.000 {method 'set' of '_contextvars.ContextVar' objects}
      428    0.001    0.000    0.001    0.000 {method 'discard' of 'set' objects}
      267    0.001    0.000    0.001    0.000 types.py:170(__init__)
      398    0.000    0.000    0.000    0.000 byteflow.py:1874(backbone)
       26    0.000    0.000    0.044    0.002 base.py:412(declare_function)
       37    0.000    0.000    0.022    0.001 callconv.py:801(get_function_type)
      152    0.000    0.000    0.052    0.000 typeinfer.py:1473(resolve_value_type)
       24    0.000    0.000    0.002    0.000 sre_compile.py:560(_compile_info)
     13/1    0.000    0.000   11.558   11.558 compiler.py:478(_compile_core)
